text,category
Rs.1643.89 Dr. from A/C XXXXXXXX and Cr. to ETMONEY. Ref:266977877240. AvlBal:Rs4496.4.,Investment
Rs.795.86 Dr. from A/C XXXXXXXX and Cr. to NILGIRIS. Ref:149961148844. AvlBal:Rs14343.66.,Groceries
Rs.3865.01 Dr. from A/C XXXXXXXX and Cr. to EXAM FEES. Ref:362023792182. AvlBal:Rs6788.25.,Education
Rs.3555.46 Dr. from A/C XXXXXXXX and Cr. to PIZZA HUT. Ref:144610809866. AvlBal:Rs25576.71.,Food & Dining
Rs.4778.35 Dr. from A/C XXXXXXXX and Cr. to EVENT BOOKING. Ref:142518003300. AvlBal:Rs19162.81.,Entertainment
Rs.2471.9 Dr. from A/C XXXXXXXX and Cr. to MEAL PAYMENT. Ref:821334091974. AvlBal:Rs44643.26.,Food & Dining
Rs.700.98 Dr. from A/C XXXXXXXX and Cr. to PHARMEASY. Ref:861112086826. AvlBal:Rs30858.97.,Health
Rs.2675.17 Dr. from A/C XXXXXXXX and Cr. to ONLINE SHOPPING. Ref:148544684495. AvlBal:Rs3416.58.,Shopping
Rs.4829.12 Dr. from A/C XXXXXXXX and Cr. to SIP PAYMENT. Ref:114776665174. AvlBal:Rs27148.43.,Investment
Rs.2888.93 Dr. from A/C XXXXXXXX and Cr. to EVENT BOOKING. Ref:512848477600. AvlBal:Rs41401.61.,Entertainment
Rs.2677.1 Dr. from A/C XXXXXXXX and Cr. to BEHROUZ BIRYANI. Ref:608017578737. AvlBal:Rs34329.68.,Food & Dining
Rs.4650.43 Dr. from A/C XXXXXXXX and Cr. to PPF DEPOSIT. Ref:185831276977. AvlBal:Rs30693.6.,Investment
Rs.3217.0 Dr. from A/C XXXXXXXX and Cr. to FIRSTCRY. Ref:229440256057. AvlBal:Rs49161.42.,Shopping
Rs.3647.22 Dr. from A/C XXXXXXXX and Cr. to ONLINE FOOD. Ref:816388791524. AvlBal:Rs47001.59.,Food & Dining
Rs.1039.9 Dr. from A/C XXXXXXXX and Cr. to LAB TEST. Ref:918845789807. AvlBal:Rs45471.84.,Health
Rs.3832.68 Dr. from A/C XXXXXXXX and Cr. to UNKNOWN MERCHANT. Ref:315626281546. AvlBal:Rs30240.94.,Other
Rs.569.36 Dr. from A/C XXXXXXXX and Cr. to STREAMING. Ref:639086607582. AvlBal:Rs25734.52.,Entertainment
Rs.3492.45 Dr. from A/C XXXXXXXX and Cr. to SIP PAYMENT. Ref:456295641564. AvlBal:Rs6029.57.,Investment
Rs.4318.76 Dr. from A/C XXXXXXXX and Cr. to VOGO. Ref:224399667665. AvlBal:Rs47867.95.,Transport
Rs.1868.49 Dr. from A/C XXXXXXXX and Cr. to SNAPDEAL. Ref:247175938285. AvlBal:Rs25601.3.,Shopping
Rs.2980.55 Dr. from A/C XXXXXXXX and Cr. to VOGO. Ref:174944020374. AvlBal:Rs979.61.,Transport
Rs.673.02 Dr. from A/C XXXXXXXX and Cr. to TOLL PLAZA. Ref:898341074357. AvlBal:Rs22040.41.,Transport
Rs.282.9 Dr. from A/C XXXXXXXX and Cr. to UNACADEMY. Ref:184249076666. AvlBal:Rs18042.86.,Education
Rs.4047.64 Dr. from A/C XXXXXXXX and Cr. to EDX. Ref:146539443092. AvlBal:Rs324.56.,Education
Rs.2460.35 Dr. from A/C XXXXXXXX and Cr. to IRCTC. Ref:335916203526. AvlBal:Rs41889.1.,Transport
Rs.2756.6 Dr. from A/C XXXXXXXX and Cr. to MUTUAL FUND SIP. Ref:650389952122. AvlBal:Rs15278.39.,Investment
Rs.276.12 Dr. from A/C XXXXXXXX and Cr. to MSEB. Ref:564828776960. AvlBal:Rs223.92.,Bills & Utilities
Rs.4524.35 Dr. from A/C XXXXXXXX and Cr. to COURSERA. Ref:499229261459. AvlBal:Rs30905.99.,Education
Rs.1326.45 Dr. from A/C XXXXXXXX and Cr. to SONY LIV. Ref:294351277892. AvlBal:Rs28601.57.,Entertainment
Rs.1379.59 Dr. from A/C XXXXXXXX and Cr. to ONLINE RECHARGE. Ref:373537173290. AvlBal:Rs44451.61.,Bills & Utilities
Rs.3653.26 Dr. from A/C XXXXXXXX and Cr. to MOVIE TICKET. Ref:265039671648. AvlBal:Rs27343.42.,Entertainment
Rs.546.58 Dr. from A/C XXXXXXXX and Cr. to UPI CASHBACK. Ref:756474134814. AvlBal:Rs48685.13.,Other
Rs.471.52 Dr. from A/C XXXXXXXX and Cr. to CASH WITHDRAWAL. Ref:125749031170. AvlBal:Rs42137.19.,Other
Rs.1985.9 Dr. from A/C XXXXXXXX and Cr. to HALDIRAMS. Ref:423394920529. AvlBal:Rs44799.24.,Food & Dining
Rs.2759.01 Dr. from A/C XXXXXXXX and Cr. to REDBUS. Ref:685749429044. AvlBal:Rs10949.87.,Transport
Rs.2129.82 Dr. from A/C XXXXXXXX and Cr. to SNAPDEAL. Ref:267045833995. AvlBal:Rs32686.48.,Shopping
Rs.967.75 Dr. from A/C XXXXXXXX and Cr. to BLOOD TEST. Ref:483917722752. AvlBal:Rs40222.75.,Health
Rs.3361.79 Dr. from A/C XXXXXXXX and Cr. to MISC. Ref:971923104624. AvlBal:Rs7469.43.,Other
Rs.4112.58 Dr. from A/C XXXXXXXX and Cr. to SPENCERS. Ref:363313997465. AvlBal:Rs10227.12.,Groceries
Rs.205.27 Dr. from A/C XXXXXXXX and Cr. to ELECTRICITY RECHARGE. Ref:363727537711. AvlBal:Rs21360.69.,Bills & Utilities
Rs.2717.19 Dr. from A/C XXXXXXXX and Cr. to VEDANTU. Ref:767557648965. AvlBal:Rs11576.8.,Education
Rs.2666.28 Dr. from A/C XXXXXXXX and Cr. to HEALTHCARE. Ref:696997183585. AvlBal:Rs17754.15.,Health
Rs.3985.11 Dr. from A/C XXXXXXXX and Cr. to MERCHANT STORE. Ref:578410030577. AvlBal:Rs38802.56.,Shopping
Rs.3672.13 Dr. from A/C XXXXXXXX and Cr. to RELIANCE DIGITAL. Ref:894029178938. AvlBal:Rs11072.09.,Shopping
Rs.334.25 Dr. from A/C XXXXXXXX and Cr. to GREAT LEARNING. Ref:388198840337. AvlBal:Rs5344.17.,Education
Rs.447.46 Dr. from A/C XXXXXXXX and Cr. to SPOTIFY. Ref:683885627474. AvlBal:Rs12909.16.,Entertainment
Rs.2929.62 Dr. from A/C XXXXXXXX and Cr. to UNACADEMY. Ref:806142864671. AvlBal:Rs35148.49.,Education
Rs.28.13 Dr. from A/C XXXXXXXX and Cr. to POS TRANSPORT. Ref:882773419376. AvlBal:Rs28914.82.,Transport
Rs.3315.42 Dr. from A/C XXXXXXXX and Cr. to ELECTRICITY BILL. Ref:399237508341. AvlBal:Rs22379.44.,Bills & Utilities
Rs.3786.93 Dr. from A/C XXXXXXXX and Cr. to STOCK SELL. Ref:959745882271. AvlBal:Rs17018.71.,Investment
Rs.3727.08 Dr. from A/C XXXXXXXX and Cr. to SUN DIRECT. Ref:132822988877. AvlBal:Rs4907.05.,Bills & Utilities
Rs.3217.63 Dr. from A/C XXXXXXXX and Cr. to LPG. Ref:491193309237. AvlBal:Rs16698.61.,Bills & Utilities
Rs.761.04 Dr. from A/C XXXXXXXX and Cr. to BOUNCE. Ref:337179063951. AvlBal:Rs5447.52.,Transport
Rs.1570.42 Dr. from A/C XXXXXXXX and Cr. to YULU. Ref:571874271493. AvlBal:Rs34280.52.,Transport
Rs.2137.4 Dr. from A/C XXXXXXXX and Cr. to SELF TRANSFER. Ref:762782462311. AvlBal:Rs2325.16.,Other
Rs.718.3 Dr. from A/C XXXXXXXX and Cr. to SUBSCRIPTION. Ref:813153395390. AvlBal:Rs1012.33.,Entertainment
Rs.2939.63 Dr. from A/C XXXXXXXX and Cr. to ACT FIBERNET. Ref:118020428200. AvlBal:Rs10709.81.,Bills & Utilities
Rs.1919.39 Dr. from A/C XXXXXXXX and Cr. to EATSURE. Ref:703609521729. AvlBal:Rs18746.94.,Food & Dining
Rs.1776.25 Dr. from A/C XXXXXXXX and Cr. to SPOTIFY. Ref:795617119755. AvlBal:Rs12774.05.,Entertainment
Rs.4378.79 Dr. from A/C XXXXXXXX and Cr. to RELIANCE DIGITAL. Ref:473820149142. AvlBal:Rs7067.43.,Shopping
Rs.1719.94 Dr. from A/C XXXXXXXX and Cr. to INDANE. Ref:677362938840. AvlBal:Rs28647.0.,Bills & Utilities
Rs.560.87 Dr. from A/C XXXXXXXX and Cr. to HERITAGE FRESH. Ref:278218298837. AvlBal:Rs45813.0.,Groceries
Rs.890.35 Dr. from A/C XXXXXXXX and Cr. to SCAN CENTER. Ref:969856044846. AvlBal:Rs8142.41.,Health
Rs.947.75 Dr. from A/C XXXXXXXX and Cr. to STARBUCKS. Ref:568884540810. AvlBal:Rs3252.12.,Food & Dining
Rs.4114.1 Dr. from A/C XXXXXXXX and Cr. to EVENT BOOKING. Ref:356093250111. AvlBal:Rs30528.61.,Entertainment
Rs.4057.95 Dr. from A/C XXXXXXXX and Cr. to METRO. Ref:352548409752. AvlBal:Rs25348.54.,Transport
Rs.2136.32 Dr. from A/C XXXXXXXX and Cr. to PETROL BUNK. Ref:960042989903. AvlBal:Rs49252.96.,Transport
Rs.3335.99 Dr. from A/C XXXXXXXX and Cr. to FORTIS. Ref:741874312852. AvlBal:Rs45244.68.,Health
Rs.4090.11 Dr. from A/C XXXXXXXX and Cr. to UNKNOWN MERCHANT. Ref:513655850854. AvlBal:Rs18521.44.,Other
Rs.1681.96 Dr. from A/C XXXXXXXX and Cr. to GAANA. Ref:529087356633. AvlBal:Rs16608.48.,Entertainment
Rs.1161.67 Dr. from A/C XXXXXXXX and Cr. to RELIANCE FRESH. Ref:848990854715. AvlBal:Rs35153.62.,Groceries
Rs.4471.9 Dr. from A/C XXXXXXXX and Cr. to COURSERA. Ref:455315893709. AvlBal:Rs44256.13.,Education
Rs.3595.16 Dr. from A/C XXXXXXXX and Cr. to INDANE. Ref:909075113571. AvlBal:Rs38083.13.,Bills & Utilities
Rs.535.94 Dr. from A/C XXXXXXXX and Cr. to SUBSCRIPTION. Ref:845834191417. AvlBal:Rs664.93.,Entertainment
Rs.3066.99 Dr. from A/C XXXXXXXX and Cr. to NETMEDS. Ref:580687300769. AvlBal:Rs26259.41.,Health
Rs.1821.47 Dr. from A/C XXXXXXXX and Cr. to TOLL PLAZA. Ref:943246283452. AvlBal:Rs7862.31.,Transport
Rs.4354.69 Dr. from A/C XXXXXXXX and Cr. to UPGRAD. Ref:975494853770. AvlBal:Rs13495.68.,Education
Rs.573.24 Dr. from A/C XXXXXXXX and Cr. to SNAPDEAL. Ref:188705071253. AvlBal:Rs21260.61.,Shopping
Rs.4726.88 Dr. from A/C XXXXXXXX and Cr. to PVR CINEMAS. Ref:538780249906. AvlBal:Rs37777.31.,Entertainment
Rs.4895.3 Dr. from A/C XXXXXXXX and Cr. to TNEB. Ref:506049420453. AvlBal:Rs41252.47.,Bills & Utilities
Rs.1433.83 Dr. from A/C XXXXXXXX and Cr. to BANK CHARGES. Ref:553241500664. AvlBal:Rs23964.14.,Other
Rs.2897.62 Dr. from A/C XXXXXXXX and Cr. to TOPPR. Ref:204502196848. AvlBal:Rs40026.14.,Education
Rs.2991.9 Dr. from A/C XXXXXXXX and Cr. to WYNK MUSIC. Ref:431959241545. AvlBal:Rs41519.58.,Entertainment
Rs.2933.78 Dr. from A/C XXXXXXXX and Cr. to BIGBASKET DAILY. Ref:238237950946. AvlBal:Rs21670.75.,Groceries
Rs.702.3 Dr. from A/C XXXXXXXX and Cr. to DMART. Ref:539681496832. AvlBal:Rs44518.52.,Groceries
Rs.4913.5 Dr. from A/C XXXXXXXX and Cr. to RELIANCE DIGITAL. Ref:225968192750. AvlBal:Rs3438.51.,Shopping
Rs.335.96 Dr. from A/C XXXXXXXX and Cr. to 1MG. Ref:271157644902. AvlBal:Rs46109.96.,Health
Rs.930.66 Dr. from A/C XXXXXXXX and Cr. to NHAI FASTAG. Ref:754524955608. AvlBal:Rs13965.0.,Transport
Rs.1108.98 Dr. from A/C XXXXXXXX and Cr. to MUTUAL FUND SIP. Ref:838029224748. AvlBal:Rs31646.99.,Investment
Rs.2687.83 Dr. from A/C XXXXXXXX and Cr. to YULU. Ref:652204845537. AvlBal:Rs49773.08.,Transport
Rs.766.76 Dr. from A/C XXXXXXXX and Cr. to UNKNOWN MERCHANT. Ref:212231026793. AvlBal:Rs16411.32.,Other
Rs.1465.2 Dr. from A/C XXXXXXXX and Cr. to ZOMATO. Ref:853339485988. AvlBal:Rs34567.93.,Food & Dining
Rs.2825.13 Dr. from A/C XXXXXXXX and Cr. to PANTALOONS. Ref:580363611030. AvlBal:Rs19719.41.,Shopping
Rs.1524.24 Dr. from A/C XXXXXXXX and Cr. to MSEB. Ref:776872198660. AvlBal:Rs28738.22.,Bills & Utilities
Rs.455.74 Dr. from A/C XXXXXXXX and Cr. to UNACADEMY. Ref:975667819209. AvlBal:Rs16565.28.,Education
Rs.4644.55 Dr. from A/C XXXXXXXX and Cr. to METRO RAIL. Ref:533481377008. AvlBal:Rs40631.67.,Transport
Rs.1660.55 Dr. from A/C XXXXXXXX and Cr. to SWIGGY INSTAMART. Ref:601865638273. AvlBal:Rs8392.27.,Food & Dining
Rs.1234.93 Dr. from A/C XXXXXXXX and Cr. to REVERSAL. Ref:892667838787. AvlBal:Rs9297.23.,Other
Rs.1804.82 Dr. from A/C XXXXXXXX and Cr. to KFC. Ref:990942089973. AvlBal:Rs16282.77.,Food & Dining
Rs.3855.93 Dr. from A/C XXXXXXXX and Cr. to FASTAG. Ref:688310869299. AvlBal:Rs24346.65.,Transport
Rs.4556.64 Dr. from A/C XXXXXXXX and Cr. to MANIPAL HOSPITALS. Ref:675002512901. AvlBal:Rs3960.25.,Health
Rs.3084.72 Dr. from A/C XXXXXXXX and Cr. to SCHOOL FEES. Ref:174871983257. AvlBal:Rs34753.24.,Education
Rs.4437.27 Dr. from A/C XXXXXXXX and Cr. to STOCK BUY. Ref:717594613131. AvlBal:Rs35909.41.,Investment
Rs.429.26 Dr. from A/C XXXXXXXX and Cr. to FORTIS. Ref:797374625020. AvlBal:Rs33389.66.,Health
Rs.956.35 Dr. from A/C XXXXXXXX and Cr. to YULU. Ref:926013000311. AvlBal:Rs38398.18.,Transport
Rs.4429.63 Dr. from A/C XXXXXXXX and Cr. to MUTUAL FUND SIP. Ref:412076295098. AvlBal:Rs2018.24.,Investment
Rs.2637.43 Dr. from A/C XXXXXXXX and Cr. to YOUTUBE PREMIUM. Ref:279921055980. AvlBal:Rs6633.18.,Entertainment
Rs.2321.5 Dr. from A/C XXXXXXXX and Cr. to UPI CASHBACK. Ref:974972382244. AvlBal:Rs12321.13.,Other
Rs.1983.14 Dr. from A/C XXXXXXXX and Cr. to PAYTM MONEY. Ref:202106589658. AvlBal:Rs35483.16.,Investment
Rs.2220.04 Dr. from A/C XXXXXXXX and Cr. to EXAM FEES. Ref:175945366738. AvlBal:Rs21061.05.,Education
Rs.2168.99 Dr. from A/C XXXXXXXX and Cr. to GOVERNMENT HOSPITAL. Ref:424347076810. AvlBal:Rs40885.21.,Health
Rs.1098.18 Dr. from A/C XXXXXXXX and Cr. to RELIANCE DIGITAL. Ref:478740838777. AvlBal:Rs24383.96.,Shopping
Rs.3713.83 Dr. from A/C XXXXXXXX and Cr. to REDBUS. Ref:357680776057. AvlBal:Rs30943.07.,Transport
Rs.730.69 Dr. from A/C XXXXXXXX and Cr. to HOTEL. Ref:824407611687. AvlBal:Rs22680.51.,Food & Dining
Rs.3495.35 Dr. from A/C XXXXXXXX and Cr. to WESTSIDE. Ref:710531872398. AvlBal:Rs38069.19.,Shopping
Rs.4257.23 Dr. from A/C XXXXXXXX and Cr. to A2B. Ref:200094424561. AvlBal:Rs28758.83.,Food & Dining
Rs.4918.86 Dr. from A/C XXXXXXXX and Cr. to MCDONALDS. Ref:753358697792. AvlBal:Rs7538.6.,Food & Dining
Rs.2131.46 Dr. from A/C XXXXXXXX and Cr. to DECATHLON. Ref:729822791176. AvlBal:Rs9215.55.,Shopping
Rs.2006.79 Dr. from A/C XXXXXXXX and Cr. to TOLL PLAZA. Ref:278373512612. AvlBal:Rs46452.3.,Transport
Rs.604.79 Dr. from A/C XXXXXXXX and Cr. to EVENT BOOKING. Ref:503726086879. AvlBal:Rs6232.01.,Entertainment
Rs.3332.12 Dr. from A/C XXXXXXXX and Cr. to VI. Ref:138184154037. AvlBal:Rs12420.03.,Bills & Utilities
Rs.3477.16 Dr. from A/C XXXXXXXX and Cr. to MEESHO. Ref:273989479430. AvlBal:Rs37953.64.,Shopping
Rs.222.62 Dr. from A/C XXXXXXXX and Cr. to UBER. Ref:115626573267. AvlBal:Rs17482.02.,Transport
Rs.895.86 Dr. from A/C XXXXXXXX and Cr. to RETAIL SHOP. Ref:725281156642. AvlBal:Rs19156.7.,Shopping
Rs.2342.67 Dr. from A/C XXXXXXXX and Cr. to REFUND. Ref:478027738899. AvlBal:Rs47471.1.,Other
Rs.4519.01 Dr. from A/C XXXXXXXX and Cr. to TRAVEL. Ref:300579650367. AvlBal:Rs38124.57.,Transport
Rs.3131.28 Dr. from A/C XXXXXXXX and Cr. to FIRSTCRY. Ref:914464302951. AvlBal:Rs12036.5.,Shopping
Rs.4220.14 Dr. from A/C XXXXXXXX and Cr. to POS TRANSPORT. Ref:405838072038. AvlBal:Rs43663.08.,Transport
Rs.4351.23 Dr. from A/C XXXXXXXX and Cr. to CAFE COFFEE DAY. Ref:738453387506. AvlBal:Rs34095.05.,Food & Dining
Rs.878.88 Dr. from A/C XXXXXXXX and Cr. to NETMEDS. Ref:259393188486. AvlBal:Rs13541.92.,Health
Rs.163.39 Dr. from A/C XXXXXXXX and Cr. to AIIMS. Ref:828645451559. AvlBal:Rs20913.23.,Health
Rs.3116.82 Dr. from A/C XXXXXXXX and Cr. to COURSERA. Ref:993737192461. AvlBal:Rs16134.47.,Education
Rs.4822.37 Dr. from A/C XXXXXXXX and Cr. to UTILITY BILL. Ref:280469269801. AvlBal:Rs38294.06.,Bills & Utilities
Rs.2173.34 Dr. from A/C XXXXXXXX and Cr. to BOX8. Ref:958052238075. AvlBal:Rs17452.48.,Food & Dining
Rs.3088.21 Dr. from A/C XXXXXXXX and Cr. to INDANE. Ref:652909429250. AvlBal:Rs38532.76.,Bills & Utilities
Rs.4090.75 Dr. from A/C XXXXXXXX and Cr. to EVENT BOOKING. Ref:423404980802. AvlBal:Rs43749.58.,Entertainment
Rs.4419.49 Dr. from A/C XXXXXXXX and Cr. to TNEB. Ref:442154172900. AvlBal:Rs21680.38.,Bills & Utilities
Rs.4046.77 Dr. from A/C XXXXXXXX and Cr. to FASTAG. Ref:755813041667. AvlBal:Rs46773.18.,Transport
Rs.2717.33 Dr. from A/C XXXXXXXX and Cr. to LPG. Ref:316637619197. AvlBal:Rs38653.99.,Bills & Utilities
Rs.2783.07 Dr. from A/C XXXXXXXX and Cr. to ZOMATO. Ref:378038884879. AvlBal:Rs40875.46.,Food & Dining
Rs.4621.67 Dr. from A/C XXXXXXXX and Cr. to RELIANCE SMART. Ref:744593094799. AvlBal:Rs28661.42.,Groceries
Rs.2236.15 Dr. from A/C XXXXXXXX and Cr. to UPGRAD. Ref:475032852661. AvlBal:Rs43775.24.,Education
Rs.1218.61 Dr. from A/C XXXXXXXX and Cr. to BANK CHARGES. Ref:623465522705. AvlBal:Rs18712.72.,Other
Rs.1631.83 Dr. from A/C XXXXXXXX and Cr. to BLOOD TEST. Ref:726333214331. AvlBal:Rs28894.72.,Health
Rs.4208.69 Dr. from A/C XXXXXXXX and Cr. to HATHWAY. Ref:619686281588. AvlBal:Rs34195.04.,Bills & Utilities
Rs.1417.29 Dr. from A/C XXXXXXXX and Cr. to PANTALOONS. Ref:851003679182. AvlBal:Rs41265.1.,Shopping
Rs.4663.33 Dr. from A/C XXXXXXXX and Cr. to POS FOOD. Ref:428949752464. AvlBal:Rs36087.47.,Food & Dining
Rs.2420.11 Dr. from A/C XXXXXXXX and Cr. to BANK CHARGES. Ref:107185326674. AvlBal:Rs6795.72.,Other
Rs.235.98 Dr. from A/C XXXXXXXX and Cr. to UTILITY BILL. Ref:490795853264. AvlBal:Rs35543.29.,Bills & Utilities
Rs.1735.16 Dr. from A/C XXXXXXXX and Cr. to TUITION FEES. Ref:856099512538. AvlBal:Rs2070.51.,Education
Rs.1857.04 Dr. from A/C XXXXXXXX and Cr. to UPGRAD. Ref:277976752895. AvlBal:Rs42311.03.,Education
Rs.1726.7 Dr. from A/C XXXXXXXX and Cr. to YOUTUBE PREMIUM. Ref:795841021812. AvlBal:Rs19115.49.,Entertainment
Rs.2730.29 Dr. from A/C XXXXXXXX and Cr. to RESTAURANT. Ref:577414941839. AvlBal:Rs47244.78.,Food & Dining
Rs.3946.32 Dr. from A/C XXXXXXXX and Cr. to AMAZON. Ref:233058479165. AvlBal:Rs33412.01.,Shopping
Rs.1691.06 Dr. from A/C XXXXXXXX and Cr. to ONLINE FOOD. Ref:995880046400. AvlBal:Rs3532.03.,Food & Dining
Rs.4264.46 Dr. from A/C XXXXXXXX and Cr. to AMAZON PRIME VIDEO. Ref:778841574198. AvlBal:Rs45869.4.,Entertainment
Rs.4224.22 Dr. from A/C XXXXXXXX and Cr. to ZEE5. Ref:896407292029. AvlBal:Rs10768.96.,Entertainment
Rs.2144.68 Dr. from A/C XXXXXXXX and Cr. to GROCERY STORE. Ref:720661876843. AvlBal:Rs40199.77.,Groceries
Rs.4796.51 Dr. from A/C XXXXXXXX and Cr. to GROCERY STORE. Ref:904293991761. AvlBal:Rs15854.17.,Groceries
Rs.1072.38 Dr. from A/C XXXXXXXX and Cr. to DTH RECHARGE. Ref:202942322225. AvlBal:Rs37689.97.,Bills & Utilities
Rs.735.03 Dr. from A/C XXXXXXXX and Cr. to TATA CLIQ. Ref:696390421451. AvlBal:Rs11999.8.,Shopping
Rs.4219.85 Dr. from A/C XXXXXXXX and Cr. to AIIMS. Ref:572842345114. AvlBal:Rs7551.59.,Health
Rs.4059.73 Dr. from A/C XXXXXXXX and Cr. to RELIANCE TRENDS. Ref:341444014137. AvlBal:Rs6941.33.,Shopping
Rs.2994.57 Dr. from A/C XXXXXXXX and Cr. to WOW MOMO. Ref:668148948582. AvlBal:Rs22114.15.,Food & Dining
Rs.1468.61 Dr. from A/C XXXXXXXX and Cr. to TRADING. Ref:794172875584. AvlBal:Rs19599.97.,Investment
Rs.4100.03 Dr. from A/C XXXXXXXX and Cr. to AJIO. Ref:449991553542. AvlBal:Rs12432.39.,Shopping
Rs.37.09 Dr. from A/C XXXXXXXX and Cr. to STARBUCKS. Ref:316609775472. AvlBal:Rs32694.84.,Food & Dining
Rs.4686.07 Dr. from A/C XXXXXXXX and Cr. to BOX8. Ref:249341342089. AvlBal:Rs33703.87.,Food & Dining
Rs.485.86 Dr. from A/C XXXXXXXX and Cr. to OVEN STORY. Ref:128958953269. AvlBal:Rs870.76.,Food & Dining
Rs.4263.42 Dr. from A/C XXXXXXXX and Cr. to TATA PLAY. Ref:790122808714. AvlBal:Rs29878.73.,Bills & Utilities
Rs.2763.63 Dr. from A/C XXXXXXXX and Cr. to ZUDIO. Ref:304958201792. AvlBal:Rs29687.74.,Shopping
Rs.940.81 Dr. from A/C XXXXXXXX and Cr. to TOLL PLAZA. Ref:485245371132. AvlBal:Rs42317.94.,Transport
Rs.2241.81 Dr. from A/C XXXXXXXX and Cr. to METRO. Ref:913743072964. AvlBal:Rs8048.1.,Transport
Rs.2123.63 Dr. from A/C XXXXXXXX and Cr. to NAYARA ENERGY. Ref:589338317884. AvlBal:Rs15706.87.,Transport
Rs.1258.54 Dr. from A/C XXXXXXXX and Cr. to NPS CONTRIBUTION. Ref:812632619738. AvlBal:Rs36320.17.,Investment
Rs.877.4 Dr. from A/C XXXXXXXX and Cr. to STOCK MARKET. Ref:947171394144. AvlBal:Rs103.84.,Investment
Rs.1985.99 Dr. from A/C XXXXXXXX and Cr. to GROCERY STORE. Ref:632471504677. AvlBal:Rs38289.21.,Groceries
Rs.3626.63 Dr. from A/C XXXXXXXX and Cr. to PVR CINEMAS. Ref:369487352875. AvlBal:Rs33898.85.,Entertainment
Rs.2804.25 Dr. from A/C XXXXXXXX and Cr. to WYNK MUSIC. Ref:107256829202. AvlBal:Rs32189.77.,Entertainment
Rs.1378.13 Dr. from A/C XXXXXXXX and Cr. to METRO. Ref:128008548816. AvlBal:Rs35952.11.,Transport
Rs.2747.09 Dr. from A/C XXXXXXXX and Cr. to UPGRAD. Ref:574125561408. AvlBal:Rs36294.53.,Education
Rs.410.04 Dr. from A/C XXXXXXXX and Cr. to MCDONALDS. Ref:994377890032. AvlBal:Rs35636.71.,Food & Dining
Rs.89.55 Dr. from A/C XXXXXXXX and Cr. to SUBSCRIPTION. Ref:106584442560. AvlBal:Rs8403.55.,Entertainment
Rs.3354.22 Dr. from A/C XXXXXXXX and Cr. to HOSPITAL PAYMENT. Ref:431381951441. AvlBal:Rs29446.65.,Health
Rs.3075.01 Dr. from A/C XXXXXXXX and Cr. to 1MG. Ref:691797584042. AvlBal:Rs4703.21.,Health
Rs.834.86 Dr. from A/C XXXXXXXX and Cr. to UNKNOWN MERCHANT. Ref:230168866313. AvlBal:Rs46077.93.,Other
Rs.2197.86 Dr. from A/C XXXXXXXX and Cr. to MOVIE TICKET. Ref:701876688286. AvlBal:Rs3043.4.,Entertainment
Rs.4089.64 Dr. from A/C XXXXXXXX and Cr. to SWIGGY INSTAMART. Ref:719018880632. AvlBal:Rs35677.48.,Food & Dining
Rs.3255.67 Dr. from A/C XXXXXXXX and Cr. to REFUND. Ref:729288644363. AvlBal:Rs48896.29.,Other
Rs.1726.49 Dr. from A/C XXXXXXXX and Cr. to CAFE. Ref:556737479743. AvlBal:Rs48214.53.,Food & Dining
Rs.3877.19 Dr. from A/C XXXXXXXX and Cr. to BANK CHARGES. Ref:491770616288. AvlBal:Rs9932.54.,Other
Rs.4085.92 Dr. from A/C XXXXXXXX and Cr. to CASH WITHDRAWAL. Ref:400884323844. AvlBal:Rs33730.67.,Other
Rs.928.99 Dr. from A/C XXXXXXXX and Cr. to MANIPAL HOSPITALS. Ref:641557923597. AvlBal:Rs14110.92.,Health
Rs.3353.26 Dr. from A/C XXXXXXXX and Cr. to STAR BAZAAR. Ref:573843707748. AvlBal:Rs24663.9.,Groceries
Rs.4608.2 Dr. from A/C XXXXXXXX and Cr. to KSEB. Ref:819329324365. AvlBal:Rs41341.42.,Bills & Utilities
Rs.2636.51 Dr. from A/C XXXXXXXX and Cr. to NPS CONTRIBUTION. Ref:263931448932. AvlBal:Rs4125.78.,Investment
Rs.2689.52 Dr. from A/C XXXXXXXX and Cr. to LOCAL STORE. Ref:530360882056. AvlBal:Rs31824.14.,Groceries
Rs.1862.84 Dr. from A/C XXXXXXXX and Cr. to JIO. Ref:525909382329. AvlBal:Rs11191.31.,Bills & Utilities
Rs.4891.99 Dr. from A/C XXXXXXXX and Cr. to POS GROCERY. Ref:265631849565. AvlBal:Rs18656.07.,Groceries
Rs.2134.25 Dr. from A/C XXXXXXXX and Cr. to LPG. Ref:788925967703. AvlBal:Rs49101.17.,Bills & Utilities
Rs.1195.45 Dr. from A/C XXXXXXXX and Cr. to MANIPAL HOSPITALS. Ref:300611990574. AvlBal:Rs32352.44.,Health
Rs.4414.9 Dr. from A/C XXXXXXXX and Cr. to NETMEDS. Ref:100104178790. AvlBal:Rs38064.78.,Health
Rs.608.22 Dr. from A/C XXXXXXXX and Cr. to MEESHO. Ref:991031946982. AvlBal:Rs8581.92.,Shopping
Rs.1994.18 Dr. from A/C XXXXXXXX and Cr. to STAR BAZAAR. Ref:272556428193. AvlBal:Rs10264.2.,Groceries
